,NDB_NO,Description,Weight(g),Measure,"Fatty acids, total saturated (g)","Fatty acids, total polyunsaturated (g)",Fructose (g),"Sugars, total (g)",Thiamin (mg),Leucine (g),6:0 (g),22:4 (g),"Folate, food (µg)","18:3 n-3 c,c,c (ALA) (g)",Vitamin E (alpha-tocopherol) (mg),Phenylalanine (g),Lysine (g),22:1 c (g),"Fluoride, F (µg)","Tocotrienol, beta (mg)",18:1 t (g),20:1 (g),15:1 (g),Glutamic acid (g),Aspartic acid (g),17:1 (g),21:5 (g),"20:2 n-6 c,c (g)","Fiber, total dietary (g)",20:3 n-3 (g),Lutein + zeaxanthin (µg),Menaquinone-4 (µg),"Tocotrienol, alpha (mg)",Alanine (g),13:0 (g),Beta-sitosterol (mg),18:4 (g),Retinol (µg),18:1-11 t (18:1t n-7) (g),Caffeine (mg),Hydroxyproline (g),Protein (g),Lycopene (µg),Niacin (mg),"Copper, Cu (mg)",17:0 (g),18:0 (g),18:3 undifferentiated (g),Glucose (dextrose) (g),14:1 (g),"Folate, DFE (µg)",20:3 undifferentiated (g),20:4 n-6 (g),"Vitamin E, added (mg)",22:6 n-3 (DHA) (g),Threonine (g),"18:3 n-6 c,c,c (g)",Maltose (g),Energy (kJ),"Fatty acids, total trans-monoenoic (g)",14:0 (g),Phytosterols (mg),"Iron, Fe (mg)",Cystine (g),"Fatty acids, total trans-polyenoic (g)",Water (g),"Cryptoxanthin, beta (µg)","Tocopherol, gamma (mg)",Glycine (g),"Calcium, Ca (mg)",16:1 t (g),"Carotene, beta (µg)",15:0 (g),Riboflavin (mg),20:5 n-3 (EPA) (g),Vitamin B-12 (µg),"Fatty acids, total monounsaturated (g)",Vitamin K (phylloquinone) (µg),"Vitamin A, RAE (µg)",12:0 (g),Vitamin B-6 (mg),22:0 (g),Ash (g),"Tocopherol, delta (mg)",22:1 undifferentiated (g),Vitamin D3 (cholecalciferol) (µg),24:0 (g),Campesterol (mg),16:1 c (g),"Sodium, Na (mg)",4:0 (g),Galactose (g),22:5 n-3 (DPA) (g),"Alcohol, ethyl (g)",18:2 undifferentiated (g),"Potassium, K (mg)",Betaine (mg),Proline (g),Total lipid (fat) (g),16:1 undifferentiated (g),18:2 t not further defined (g),18:2 i (g),Sucrose (g),"Vitamin A, IU (IU)",Energy (kcal),24:1 c (g),Tryptophan (g),Starch (g),Cholesterol (mg),Tyrosine (g),20:0 (g),"Selenium, Se (µg)",Folic acid (µg),"Manganese, Mn (mg)","Folate, total (µg)",Isoleucine (g),16:0 (g),"Phosphorus, P (mg)","Vitamin B-12, added (µg)_x","Choline, total (mg)_x",Serine (g)_x,"Vitamin B-12, added (µg)_y","Choline, total (mg)_y",Serine (g)_y,"Carbohydrate, by difference (g)",22:1 t (g),"18:2 t,t (g)","Carotene, alpha (µg)",Vitamin D (IU),18:1 c (g),"18:2 n-6 c,c (g)",Stigmasterol (mg),Pantothenic acid (mg),Arginine (g),Vitamin D2 (ergocalciferol) (µg),10:0 (g),Vitamin D (D2 + D3) (µg),Valine (g),"Magnesium, Mg (mg)",18:1 undifferentiated (g),Histidine (g),Dihydrophylloquinone (µg),20:3 n-6 (g),20:4 undifferentiated (g),"Fatty acids, total trans (g)",Theobromine (mg),"Tocotrienol, delta (mg)","Vitamin C, total ascorbic acid (mg)","Tocotrienol, gamma (mg)",Methionine (g),8:0 (g),Lactose (g),18:2 CLAs (g)
58,"""21007""","Fast foods, biscuit, with egg, cheese, and bacon",145.0,1.0 item,8.545,2.787,0.12,2.52,0.390,1.350,0.102,,12,,,,1.008,,,0.0,,0.068,0.0,3.267,1.457,0.000,,0.109,0.3,,392,,,,,,,109,,0,,,,3.408,0.396,0.054,2.664,0.141,0.25,,,,,,,0.725,,0.29,1824,,0.503,,,,,,,6.37,0.625,149.0,,,,0.358,0.000,1.25,11.651,6.1,112,0.123,0.164,0.032,4.47,3.18,0.000,,,,,,,,0.032,0.0,2.272,190.0,16.4,1.143,25.35,0.307,,,,426.0,436.0,,0.236,25.87,241,0.57,0.043,33.8,57,0.197,70,0.747,4.437,526.0,0.0,183.7,1.009,0.0,183.7,1.009,35.44,,,0.0,30,,,,,0.855,,0.104,0.7,0.922,22.0,11.274,0.439,31.5,,,,0.0,,,0.0,0.428,0.090,1.15,
59,"""21008""","Fast foods, biscuit, with ham",162.0,1.0 biscuit,16.356,1.487,,3.19,0.729,1.518,0.0,,11,,,,1.325,,,,,,,,,,,,1.1,,8,,,,,,,40,,0,,,,4.99,0.052,,4.283,0.131,,,,,,,,0.779,,,2318,,2.074,,,,,,,,,,,,,0.454,0.000,0.05,6.929,9.2,44,4.855,0.194,,7.61,,0.000,,,,,,,,,,1.309,282.0,,1.286,26.41,0.295,,,,191.0,554.0,,0.238,,36,0.648,,27.7,44,0.518,55,0.831,3.818,794.0,0.0,66.1,0.863,0.0,66.1,0.863,62.77,,,0.0,21,,,,,1.102,,0.561,0.5,0.863,32.0,6.584,0.619,,,,,0.0,,0.2,,,,,
60,"""21009""","Fast foods, biscuit, with sausage",111.0,1.0 item,8.244,3.449,0.12,1.76,0.427,0.734,0.001,,12,,,,0.578,,,0.0,,0.141,0.0,2.252,,0.000,,0.313,0.4,,7,,,,,,,,,0,,,,3.824,0.283,0.063,3.003,0.155,0.23,0.0,83,,,,,0.392,,0.21,1723,,0.224,,,,,,,5.08,0.545,52.0,,,,0.241,0.000,0.67,13.494,6.1,1,0.013,0.070,0.028,3.44,2.33,0.000,,,,,,,,,0.0,2.908,170.0,10.1,,,,,,,14.0,412.0,,0.117,26.90,31,0.273,0.147,16.6,42,0.199,54,0.397,4.747,379.0,0.0,29.6,0.456,0.0,29.6,0.456,33.29,,,0.0,16,,,,,,,,0.3,0.462,14.0,12.932,0.278,32.1,,,,0.0,,,0.0,0.180,,0.73,
61,"""21520""","Fast foods, breadstick, soft, prepared with garlic and parmesan cheese",43.0,1.0 breadstick,1.275,2.649,0.00,0.48,0.212,,0.012,0.001,10,0.299,0.38,,,,,,,,0.0,,,0.004,,0.002,1.0,0.000,4,0.5,,,,,,10,,0,,,,3.044,0.046,0.010,0.286,0.311,0.00,0.009,100,0.001,,,,,,,617,0.027,0.095,,,,0.013,12.2,0,,,,0.003,3,0.011,0.241,0.002,0.06,1.195,9.1,10,0.026,0.044,0.009,0.88,,0.001,,,,0.026,232.0,0.016,,0.001,0.0,2.326,57.0,,,,,0.013,,0.00,38.0,147.0,0.000,,,,,,,53,0.210,63,,,,0.0,3.2,,0.0,3.2,,19.13,0.001,,0.0,1,1.106,2.306,,0.168,,,,0.0,,9.0,1.129,,0.0,0.001,0.004,0.040,0.0,,,,,,0.0,0.008
62,"""21519""","Fast foods, breakfast burrito, with egg, cheese, and sausage",109.0,1.0 burrito,6.98,3.669,0.21,2.8,0.229,0.982,0.071,0.013,31,0.251,1.02,0.628,0.856,0.004,,0.24,0.155,0.089,0.0,2.568,0.891,0.023,,0.044,1.3,0.007,222,,,,,,,72,,0,0.044,12.1,85,2.325,0.082,0.049,2.213,0.267,0.36,0.041,96,0.024,,,,0.445,0.015,0.43,1263,0.169,0.481,,,,0.05,51.83,5,1.78,0.445,144.0,0.014,162,0.049,0.455,0.004,0.81,5.53,4.8,86,0.132,0.111,0.020,3.0,0.55,0.004,,,,0.258,811.0,0.09,,0.008,0.0,3.193,164.0,12.4,1.107,17.04,0.273,0.049,,0.89,517.0,302.0,0.001,0.137,19.51,149,0.434,0.032,28.8,39,0.238,69,0.502,3.633,183.0,0.0,143.7,0.742,0.0,143.7,0.742,25.04,0.000,,3.0,34,4.944,3.11,,0.725,0.639,,0.131,0.9,0.571,20.0,5.099,0.296,,0.019,0.093,0.219,0.0,,0.5,0.0,0.286,0.072,0.92,0.034
63,"""21060""","Fast foods, burrito, with beans",217.0,2.0 pieces,6.888,1.196,,,,,,,,,,,0.744,,,,,,,,,,,,,,,,,,,,,,,,,,,4.058,0.378,,2.127,0.243,,,,,,,,0.529,,,1871,,0.499,,,,,,,,,,,,,0.608,,1.08,4.739,,,,,,4.01,,,,,,,,,,,,0.953,653.0,33.4,1.005,13.5,,,,,332.0,447.0,,0.171,,4,0.417,,21.9,,,,0.586,4.264,98.0,,,,,,,71.44,,,,,,,,,0.779,,,,,,4.739,0.373,,,,,,,,,,,,
64,"""21063""","Fast foods, burrito, with beans and beef",241.0,1.0 item,7.001,1.391,,5.28,0.417,,0.072,,116,,,,,,,,,,,,,,,,7.2,,10,,,,,,,39,,0,,,,5.263,0.265,,1.894,0.200,,,,,,,,,,,1930,,0.696,,,,,,,,,,,,,0.277,0.000,1.64,7.849,5.8,41,0.08,0.475,,3.64,,0.000,,,,,,,,,,1.128,648.0,,,,,,,,190.0,460.0,,,,,,,,58,0.595,176,,,,0.0,76.4,,0.0,76.4,,47.04,,,0.0,7,,,,,,,,0.2,,60.0,6.902,,4.3,,,,0.0,,4.6,,,,,
65,"""21061""","Fast foods, burrito, with beans and cheese",185.0,1.0 each burrito,4.272,4.124,0.93,3.2,0.351,,0.044,0.006,131,0.62,1.00,,,,,,,,0.0,,,0.011,,0.004,7.8,0.000,9,,,,,,,43,,0,,,,3.737,0.303,0.030,1.741,0.622,0.74,0.02,237,0.006,,,,,,,1584,0.131,0.285,,,,0.065,98.36,0,,,,0.011,44,0.033,0.185,0.007,0.30,2.327,5.9,46,0.081,0.185,0.030,4.07,,0.002,,,,0.046,1042.0,0.061,,0.004,0.0,3.465,483.0,,,,,0.065,,0.74,215.0,379.0,0.002,,,,,,,61,0.844,192,,,,0.0,34.8,,0.0,34.8,,57.78,0.000,,0.0,4,2.052,3.378,,,,,,0.2,,63.0,2.172,,,0.006,0.009,0.196,0.0,,0.7,,,,0.0,0.022
66,"""21064""","Fast foods, burrito, with beans, cheese, and beef",241.0,1.0 burrito,6.587,3.796,1.45,5.06,0.513,1.142,0.065,0.005,34,0.487,0.67,0.711,0.711,0.000,,0.07,0.287,0.043,0.0,3.557,1.207,0.046,,0.005,8.9,0.000,186,,,,,,,108,,0,0.217,16.94,386,5.037,0.255,0.084,2.326,0.504,1.21,0.077,161,0.010,,,,0.453,0.017,1.21,1815,0.304,0.533,,,,0.06,146.77,53,1.88,0.776,217.0,0.017,152,0.067,0.537,0.005,0.65,4.345,14.7,125,0.125,0.234,0.029,4.55,0.92,0.000,,,,0.186,1087.0,0.087,,0.005,0.0,3.241,492.0,,1.595,16.39,0.202,0.06,,0.41,668.0,434.0,0.000,0.152,34.95,29,0.366,0.039,25.8,75,0.718,108,0.646,3.063,316.0,0.0,67.2,0.711,0.0,67.2,0.711,56.32,0.000,,5.0,7,3.692,3.145,,0.831,0.776,,0.113,0.2,0.776,55.0,3.979,0.388,,0.010,0.022,0.364,0.0,,3.1,0.0,0.258,0.041,0.8,0.039
67,"""21094""","Fast foods, cheeseburger, double, regular patty and bun, with condiments",155.0,1.0 sandwich,10.788,2.037,2.88,6.45,0.358,,0.109,0.011,26,0.174,0.54,,,,,,,,0.0,,,0.149,,0.008,1.6,0.003,26,,,,,,,62,,0,,,,5.366,0.126,0.237,3.007,0.180,2.14,0.2,95,0.033,,,,,,,1832,0.961,1.107,,,,0.157,73.1,5,,,,0.079,79,0.147,0.316,0.006,1.98,9.302,7.3,68,0.214,0.332,0.015,3.78,,0.014,,,,0.558,956.0,0.127,,0.017,0.0,1.728,350.0,,,,,0.157,,0.00,341.0,437.0,0.005,,,,,,,40,0.307,67,,,,0.0,67.7,,0.0,67.7,,27.85,0.000,,2.0,11,7.339,1.443,,,,,,0.3,,33.0,8.221,,,0.028,0.048,1.118,0.0,,4.5,,,,0.84,0.129
68,"""21396""","Fast foods, cheeseburger; double, large patty; with condiments",280.0,1.0 item,18.124,1.344,3.78,9.77,0.356,,,,,,,,,,,,,,,,,,,,2.8,,,,,,,,,,,,,,,11.796,0.255,,,,,,,,,,,,,,3181,,,,,,,,,,,,,,,0.848,,4.70,16.394,,,,,,5.74,,,,,,,,,0.00,,,,,,,,,,,,560.0,762.0,,,,,,,,,,,,,,,,,,,,40.4,,,,,,,,,,,,,,,,,,,,,,,,,,,1.09,
69,"""21399""","Fast Foods, cheeseburger; double, large patty; with condiments, vegetables and mayonnaise",355.0,1.0 item,23.142,8.161,3.34,12.82,0.902,,0.327,,18,1.392,0.21,,,,,0.0,2.201,0.089,0.0,,,0.202,,0.000,4.6,,149,,,,0.000,,0.249,25,,0,,,,11.573,0.270,0.572,6.614,1.392,0.82,0.454,149,0.018,,,,,,,3759,,1.977,,,,,,,0.75,,241.0,,,,0.817,0.000,6.82,22.184,32.7,43,0.277,0.532,0.000,6.04,0.89,0.000,,,,,,,,,,6.45,717.0,,,,,,,,394.0,898.0,,,,,,,,78,0.486,96,,,,0.0,163.3,,0.0,163.3,,44.8,,,14.0,,17.505,,,,,,,0.4,,67.0,19.706,,0.7,,,,0.0,,1.8,0.0,,0.036,0.39,
70,"""21400""","Fast foods, cheeseburger; double, regular patty; double decker bun with condiments and special sauce",219.0,1.0 item,11.049,8.379,2.85,7.14,0.403,1.774,0.064,,20,,,,1.467,,,0.0,,0.107,0.0,5.146,1.621,,,0.000,3.1,,110,,,,,,,48,,0,,,,7.95,0.287,0.195,3.132,0.994,2.41,0.151,88,0.000,,,,0.854,,0.55,2389,,0.885,,,,,,,2.19,1.533,278.0,,,,0.44,0.000,2.78,11.143,35.9,59,0.129,0.372,0.044,4.14,1.91,0.044,,,,,,,,,,7.234,399.0,,1.883,30.88,0.626,,,,381.0,572.0,,0.241,30.88,79,0.526,0.064,56.7,39,0.464,59,0.964,6.09,298.0,0.0,69.0,0.964,0.0,69.0,0.964,47.15,,,2.0,11,,,,,1.27,,0.107,0.2,1.139,55.0,10.214,0.635,0.0,,,,0.0,,0.7,0.0,0.526,0.044,0.64,
71,"""21395""","Fast foods, cheeseburger; double, regular patty; with condiments",155.0,1.0 sandwich,10.788,2.037,2.88,6.45,0.358,,0.109,0.011,26,0.174,0.54,,,,,,,,0.0,,,0.149,,0.008,1.4,0.003,26,,,,,,,62,,0,,,,5.366,0.126,0.237,3.007,0.180,2.14,0.2,95,0.033,,,,,,,1832,0.961,1.107,,,,0.157,73.1,5,,,,0.079,79,0.147,0.316,0.008,1.98,9.302,7.3,68,0.214,0.332,0.015,3.78,,0.014,,,,0.558,956.0,0.127,,0.017,0.0,1.728,350.0,,,,,0.157,,0.00,341.0,437.0,0.005,,,,,,,40,0.307,67,,,,0.0,67.7,,0.0,67.7,,27.85,0.000,,2.0,11,7.339,1.443,,,,,,0.3,,33.0,8.221,,,0.028,0.048,1.118,0.0,,4.5,,,,0.84,0.129
72,"""21096""","Fast foods, cheeseburger; single, large patty; plain",182.0,1.0 sandwich,12.509,2.734,3.20,8.5,0.473,2.453,0.109,0.009,56,0.213,0.95,1.389,1.785,0.000,,0.6,0.888,0.084,0.0,6.909,2.417,0.147,,0.009,3.1,0.002,55,,,,,,,96,,0,0.491,31.47,0,8.367,0.177,0.251,3.529,0.226,3.00,0.224,151,0.029,,,,1.065,0.009,0.91,2362,0.976,1.247,,,,0.164,74.02,4,1.22,1.660,207.0,0.087,106,0.164,0.642,0.011,1.82,10.5,8.4,106,0.237,0.408,0.022,3.64,0.31,0.000,,,,0.639,875.0,0.147,,0.024,0.0,2.37,382.0,,3.32,29.07,0.728,0.16,,0.00,500.0,564.0,0.000,0.289,33.22,93,0.885,0.044,35.7,55,0.471,113,1.407,6.468,297.0,0.0,57.0,1.318,0.0,57.0,1.318,43.81,0.000,,0.0,4,8.428,2.075,,1.046,1.678,,0.202,0.2,1.605,44.0,9.317,0.885,,0.029,0.053,1.139,0.0,,,0.0,0.703,0.078,1.38,0.135
73,"""21398""","Fast foods, cheeseburger; single, large patty; with condiments",199.0,1.0 item,13.996,2.515,2.57,7.16,0.237,,0.131,,8,,,,,,,0.0,,0.098,0.0,,,,,0.000,2.4,,34,,,,,,,94,,0,,,,8.059,0.149,0.273,3.765,0.253,1.85,0.215,48,0.040,,,,,,,2243,,1.443,,,,,,,0.64,,356.0,,,,0.517,0.000,3.48,11.858,8.8,101,0.253,0.185,0.000,4.6,0.12,0.000,,,,,,,,,,2.008,444.0,,,,,,,,472.0,535.0,,,,,,,,24,0.324,32,,,,0.0,75.0,,0.0,75.0,,39.24,,,2.0,6,,,,,,,,0.2,,52.0,10.631,,0.0,,,,0.0,,0.6,0.0,,0.098,0.94,
74,"""21397""","Fast foods, cheeseburger; single, large patty; with condiments, vegetables and mayonnaise",215.0,1.0 sandwich,12.354,5.087,4.51,9.68,0.381,,0.129,0.015,45,0.516,1.23,,,,,0.0,1.101,0.105,0.0,,,0.178,,0.011,2.4,0.006,88,,,,,,,95,,0,,,,6.757,0.174,0.262,3.283,0.542,3.50,0.217,155,0.039,,,,,,,2410,1.185,1.215,,,,0.166,109.48,4,3.89,,157.0,0.084,138,0.161,0.553,0.006,2.00,11.507,30.5,108,0.241,0.400,0.032,4.0,1.63,0.015,,,,0.634,1017.0,0.166,,0.015,0.0,4.397,447.0,37.0,,,,0.166,,0.00,550.0,576.0,0.002,,,,,,,64,0.400,110,,,,0.0,79.1,,0.0,79.1,,38.12,0.000,,0.0,6,9.168,4.087,,1.623,,,,0.2,,39.0,10.268,,0.0,0.032,0.062,1.350,0.0,,2.4,0.02,,0.092,0.8,0.144
75,"""21090""","Fast foods, cheeseburger; single, regular patty, with condiments",127.0,1.0 item,7.362,1.731,2.51,6.65,0.406,,0.072,,9,0.156,0.11,,,,,0.0,0.643,0.041,0.0,,,0.051,,0.003,2.4,,28,,,,,,,64,,0,,,,4.458,0.124,0.154,2.052,0.156,2.26,0.105,50,0.000,0.025,0.00,,,,,1433,,0.733,,,,,,,0.43,,156.0,0.052,70,0.09,0.241,0.000,1.66,6.394,7.0,70,0.132,0.475,0.010,3.02,0.13,0.009,,,,0.479,798.0,0.117,0.19,,0.0,1.506,234.0,,,,,,,,331.0,343.0,,,,,,,,24,0.323,33,,,,0.0,42.4,,0.0,42.4,,32.33,,,1.0,4,5.017,1.411,,0.530,,,,0.1,,29.0,5.659,,0.3,0.000,0.025,,0.0,,0.5,0.0,,0.055,0.3,
76,"""21091""","Fast foods, cheeseburger; single, regular patty, with condiments and vegetables",115.0,1.0 sandwich,5.958,1.358,2.56,5.88,0.415,,0.075,,16,0.14,0.34,,,,,,,,0.0,,,0.041,,0.000,1.6,,25,,,,,,,9,,0,,,,3.542,0.125,0.130,1.659,0.140,2.37,0.094,71,0.000,0.023,0.00,,,,,1220,0.483,0.549,,,,0.053,55.27,3,,,,0.040,54,0.071,0.197,0.000,1.50,5.058,4.8,14,0.11,1.099,0.005,2.77,,0.012,0.1,0.01,,0.393,628.0,0.12,,,,1.16,205.0,,,,,,,,123.0,292.0,,,,,,,,32,0.278,48,,,,0.0,42.9,,0.0,42.9,,28.72,,,1.0,2,3.997,1.107,,0.347,,,,0.1,,25.0,4.441,,0.0,0.000,0.023,0.536,0.0,,0.7,,,,0.26,
77,"""21089""","Fast foods, cheeseburger; single, regular patty; plain",91.0,1.0 sandwich,5.89,1.509,1.77,4.44,0.267,1.198,0.054,0.005,38,0.114,0.47,0.687,0.713,0.000,,0.46,0.410,0.037,0.0,3.628,1.118,0.068,,0.004,1.8,0.001,34,,,,,,,41,,0,0.264,15.02,0,4.747,0.101,0.117,1.661,0.119,1.60,0.101,81,0.014,,,,0.520,0.005,0.42,1174,0.449,0.590,,,,0.07,35.15,2,0.82,0.827,108.0,0.039,56,0.078,0.33,0.005,0.69,4.926,3.8,46,0.115,0.207,0.011,1.92,0.20,0.000,,,,0.288,469.0,0.069,,0.009,0.0,1.33,178.0,,1.77,13.4,0.328,0.069,,0.00,231.0,280.0,0.000,0.141,18.08,39,0.422,0.022,17.8,25,0.288,64,0.687,3.031,147.0,0.0,26.3,0.652,0.0,26.3,0.652,25.51,0.000,,0.0,2,3.982,1.203,,0.496,0.81,,0.098,0.1,0.802,24.0,4.392,0.405,,0.014,0.023,0.519,0.0,,,0.0,0.343,0.038,0.66,0.058
78,"""21102""","Fast foods, chicken fillet sandwich, plain with pickles",187.0,1.0 sandwich,3.97,5.941,1.81,6.81,0.430,,0.0,0.015,65,0.368,4.51,,,,,,,,0.0,,,0.009,,0.011,2.6,0.000,146,,,,,,,4,,0,,,,14.436,0.125,0.015,0.699,0.385,1.48,0.004,105,0.015,,,,,,,1956,0.021,0.116,,,,0.036,91.52,11,,,,0.000,22,0.007,0.561,0.006,0.24,8.379,15.9,6,0.309,0.716,0.355,5.05,,0.024,,,,0.107,1408.0,0.0,,0.006,0.0,5.44,458.0,41.7,,,,0.036,,2.15,60.0,468.0,0.004,,,,,,,22,0.410,88,,,,0.0,66.6,,0.0,66.6,,39.06,0.000,,4.0,9,8.011,5.393,,2.244,,,,0.2,,45.0,8.032,,,0.015,,0.056,0.0,,1.5,,,,0.0,0.011
79,"""21401""","Fast foods, chicken tenders",30.0,1.0 strip,0.748,1.735,0.00,0.12,0.033,0.466,0.0,0.003,4,0.063,0.95,0.431,0.485,0.003,,0.05,0.004,0.032,0.0,0.957,0.485,0.002,,0.002,0.4,0.000,25,,,,,,,1,,0,0.012,5.77,0,2.465,0.021,0.003,0.124,0.068,0.00,0.0,7,0.002,,,,0.241,0.004,0.00,341,0.004,0.008,,,,0.011,13.99,0,1.68,0.254,5.0,0.000,1,0.001,0.054,0.000,0.05,1.449,2.4,1,0.0,0.128,0.035,0.88,0.15,0.003,0.1,0.022,,0.015,231.0,0.0,,0.001,0.0,1.646,112.0,,0.479,4.18,0.015,0.011,,0.12,3.0,81.0,0.001,0.067,5.11,14,0.162,0.023,5.2,2,0.068,6,0.254,0.531,85.0,0.0,13.1,0.238,0.0,13.1,0.238,5.17,0.000,,0.0,2,1.392,1.632,,0.373,0.365,,0.000,0.1,0.272,8.0,1.397,0.197,,0.002,0.012,0.016,0.0,,0.3,0.01,0.155,0.001,0.0,0.003
80,"""21229""","Fast foods, chicken, breaded and fried, boneless pieces, plain",96.0,6.0 pieces,3.423,6.251,0.00,0.08,0.088,,0.0,0.015,6,0.374,1.08,,,,,0.0,0.048,0.128,0.0,,,0.011,,0.013,0.9,0.001,2,,,,,,,5,,0,,,,5.746,0.049,0.016,0.974,0.402,0.00,0.01,14,0.015,,,,,,,1232,0.050,0.040,,,,0.069,44.67,0,3.42,,11.0,0.002,0,0.007,0.196,0.001,0.32,7.426,6.7,5,0.005,0.142,0.039,2.16,1.17,0.004,0.2,0.023,,0.282,570.0,0.001,,0.005,0.0,5.747,241.0,15.0,,,,0.069,,0.07,15.0,295.0,0.012,,,,,,,5,0.144,11,,,,0.0,39.1,,0.0,39.1,,14.33,0.000,,0.0,7,6.930,5.657,,1.135,,,,0.2,,23.0,6.978,,10.1,0.014,0.049,0.118,0.0,,0.6,0.0,,0.012,0.0,0.021
81,"""21127""","Fast foods, coleslaw",191.0,1.0 cup,3.054,10.215,2.75,23.28,0.050,,0.01,0.002,,0.533,1.03,,,,,0.0,0.010,0.764,0.0,,,0.015,,0.004,3.6,0.002,,0.0,,,,,,53,,,,,,0.393,0.029,0.031,0.837,0.577,3.23,0.0,,0.013,,,,,,,1219,0.015,0.010,,,,0.055,140.23,,9.15,,57.0,0.000,,0.004,0.038,0.011,0.02,5.102,135.4,53,0.002,0.214,0.065,1.6,3.13,0.015,,,,0.034,388.0,0.004,0.17,0.000,,9.59,246.0,,,,,0.055,,17.11,181.0,292.0,0.008,,,,,,,0,0.195,,,,,,,,,,,28.44,0.006,,,,,9.51,,0.470,,,,,,,4.263,,0.0,0.011,0.008,0.071,,,,0.0,,0.008,0.0,0.025
82,"""21230""","Fast Foods, crispy chicken filet sandwich, with lettuce and mayonnaise",152.0,1.0 sandwich,3.741,8.559,2.66,5.17,0.243,,0.0,0.015,14,0.755,1.05,,,,,,,,0.0,,,0.011,,0.014,2.1,0.002,62,,,,,,,2,,0,,,,7.767,0.125,0.020,0.99,0.784,1.60,0.008,65,0.015,,,,,,,1753,0.046,0.040,,,,0.074,69.68,0,,,,0.002,67,0.006,0.278,0.000,0.50,6.197,7.0,8,0.005,0.192,0.049,3.4,,0.006,,,,0.248,938.0,0.0,,0.003,0.0,7.679,272.0,,,,,0.074,,0.18,119.0,420.0,0.006,,,,,,,30,0.530,44,,,,0.0,47.4,,0.0,47.4,,41.65,0.000,,2.0,11,5.758,7.586,,1.222,,,,0.3,,30.0,5.802,,,0.015,0.043,0.119,0.0,,0.5,,,,0.0,0.020
83,"""21517""","Fast foods, crispy chicken in tortilla, with lettuce, cheese, and ranch sauce",133.0,1.0 item,5.103,6.552,0.33,3.3,0.226,,0.049,0.009,19,0.609,1.61,,,,,0.28,0.126,0.104,0.0,,,0.015,,0.009,1.7,0.000,68,,,,,,,31,,0,,,,4.686,0.092,0.032,1.826,0.645,0.44,0.031,69,0.009,,,,,,,1528,0.138,0.321,,,,0.053,63.68,1,5.8,,117.0,0.009,20,0.035,0.315,0.005,0.15,5.861,31.4,32,0.098,0.221,0.044,3.09,1.50,0.007,,,,0.085,807.0,0.047,,0.005,0.0,5.825,230.0,19.4,,,,0.053,,1.96,134.0,366.0,0.005,,,,,,,29,0.358,48,,,,0.0,38.0,,0.0,38.0,,30.88,0.003,,0.0,5,5.480,5.747,,,,,,0.1,,25.0,5.606,,,0.009,0.037,0.192,0.0,,0.4,0.0,,0.040,0.17,0.025
84,"""21462""","Fast foods, crispy chicken, bacon, and tomato club sandwich, with cheese, lettuce, and mayonnaise",271.0,1.0 sandwich,9.138,8.691,,13.52,0.477,,0.103,,62,,,,,,,,,,,,,,,,3.3,,195,,,,,,,46,,0,,,,12.867,0.263,,2.556,0.778,,,,,,,,,,,2919,,0.759,,,,,,,,,,,,,0.458,0.000,1.25,12.195,22.8,87,0.108,0.756,,6.04,,0.030,,,,,,,,,,7.816,694.0,,,,,,,,930.0,696.0,,,,,,,,16,,81,,,,0.0,45.0,,0.0,45.0,,61.27,,,24.0,19,,,,,,,,0.5,,84.0,11.425,,,,,,0.0,,10.3,,,,,
85,"""21012""","Fast foods, croissant, with egg, cheese, and bacon",128.0,1.0 item,9.0,2.546,,6.14,0.291,,0.191,,35,,,,,,,,,,,,,,,,1.3,,251,,,,,,,221,,0,,,,2.569,0.092,,1.983,0.229,,,,,,,,,,,1549,,1.087,,,,,,,,,,,,,0.379,0.004,0.82,7.364,3.6,225,0.293,0.115,,3.01,,0.001,,,,,,,,,,2.116,205.0,,,,,,,,817.0,370.0,0.000,,,,,,,31,0.187,65,,,,0.0,161.4,,0.0,161.4,,28.8,,,0.0,40,,,,,,,,1.0,,22.0,6.697,,,,,,0.0,,0.1,,,,,
86,"""21013""","Fast foods, croissant, with egg, cheese, and ham",155.0,1.0 item,8.0,2.302,,8.4,0.527,,0.191,,34,,,,,,,,,,,,,,,,1.4,,223,,,,,,,223,,0,,,,3.255,0.129,,1.677,0.245,,,,,,,,,,,1694,,1.059,,,,,,,,,,,,,0.31,0.003,1.02,7.344,3.3,226,0.294,0.233,,3.84,,0.000,,,,,,,,,,1.879,277.0,,,,,,,,820.0,405.0,,,,,,,,31,0.225,65,,,,0.0,162.3,,0.0,162.3,,29.42,,,0.0,48,,,,,,,,1.2,,26.0,6.64,,,,,,0.0,,0.2,,,,,
